Ticket_Subject,Ticket_Description,Product_Purchased,Ticket_Channel,Ticket_Type,Customer_Age,Ticket_Priority
Notebook Dell XPS não liga - prazo em risco,"O Notebook Dell XPS emitindo ruído alto e vibração intensa, completamente fora do comportamento normal esperado.",Notebook Dell XPS,Chat,Reclamação,75,Alta
Manutenção Soundbar Sony,Produto quebrado.,Soundbar Sony,Chat,Cancelamento,28,Média
Dúvida técnica Xbox Series X,O Xbox Series X desligando sozinho várias vezes ao dia sem nenhum motivo aparente ou justificável.,Xbox Series X,Telefone,Dúvida,79,Média
Dúvida sobre Xbox Series X,O Xbox Series X apresenta tela piscando de forma intermitente e às vezes apaga totalmente. Comprei há dois meses e já está com defeito grave. Quero acionar a garantia para substituição.,Xbox Series X,Email,Solicitação de reembolso,25,Baixa
Defeito crítico no Purificador de Água,O Purificador de Água não lê mais nenhum tipo de mídia inserida nele. Totalmente inoperante.,Purificador de Água,Chat,Dúvida,40,Média
Freezer com cheiro de queimado,"O Freezer está travando constantemente durante qualquer tipo de uso, mesmo o mais básico.",Freezer,Chat,Problema Técnico,56,Urgente
Caixa de Som JBL inoperante,O Caixa de Som JBL apresenta erro E5 no display e não executa mais nenhuma função disponível.,Caixa de Som JBL,Email,Problema Técnico,73,Alta
MacBook Pro travado - trabalho parado,O MacBook Pro parou de gelar após a última queda de energia. Tenho remédios importantes armazenados.,MacBook Pro,Chat,Problema Técnico,45,Alta
MacBook Pro tela quebrada - urgente,O MacBook Pro não sincroniza mais com o aplicativo oficial. Já reinstalei o app várias vezes.,MacBook Pro,Email,Solicitação de reembolso,27,Média
Dúvida sobre Xbox Series X,O Xbox Series X com falha total inesperada. Preciso de assistência técnica com urgência máxima possível.,Xbox Series X,Telefone,Dúvida,19,Baixa
iPad Pro travado - trabalho parado,O iPad Pro com botão físico principal travado. Não responde a nenhuma tentativa de acionamento.,iPad Pro,Email,Problema Técnico,55,Alta
Falha no Aspirador Dyson,O Aspirador Dyson com bateria não durando mais de vinte minutos por carga. Produto com seis meses de uso. Calibrei seguindo todas as instruções do manual oficial mas sem melhora nenhuma.,Aspirador Dyson,Email,Cancelamento,47,Baixa
Impressora HP apresenta defeito,"O Impressora HP superaquece intensamente ao ser ligado, ficando quente em menos de cinco minutos de uso. Desliguei por segurança. Tem apenas dois meses de uso e é completamente anormal.",Impressora HP,Telefone,Reclamação,49,Alta
iPhone 13 não liga - prazo em risco,O iPhone 13 com defeito na dobradiça principal. Não fecha de forma correta ou segura.,iPhone 13,Email,Cancelamento,57,Média
Help,isso nao presta,Notebook Lenovo,Chat,Problema Técnico,71,Baixa
Problema no Notebook Dell XPS - reunião amanhã,O Notebook Dell XPS parou de funcionar completamente há dois dias. Perdi todos os alimentos armazenados. Já tentei reiniciar mas o problema persiste. Preciso de atendimento urgente pois tenho...,Notebook Dell XPS,Email,Cancelamento,50,Média
Impressora HP não funciona,Comprei o Impressora HP há quatro meses e ele travou completamente. A garantia está válida. Trabalho em home office e perco produtividade a cada hora. Não consigo acessar meus arquivos.,Impressora HP,Telefone,Cancelamento,34,Média
Fogão 5 Bocas com faísca elétrica,O Fogão 5 Bocas com controle remoto sem nenhuma resposta mesmo com pilha nova recém instalada.,Fogão 5 Bocas,Telefone,Cancelamento,26,Alta
Assistência Smart TV Samsung 55,Smart TV Samsung 55 offline.,Smart TV Samsung 55,Telefone,Solicitação de reembolso,68,Alta
Preciso de ajuda,ja liguei,MacBook Air,Chat,Dúvida,51,Baixa
Notebook Dell XPS não liga - prazo em risco,Notebook Dell XPS parou.,Notebook Dell XPS,Email,Dúvida,81,Média
Câmera GoPro Hero com falha leve,Equipamento danificado.,Câmera GoPro Hero,Email,Cancelamento,79,Baixa
Preciso de ajuda,ja liguei,Samsung Galaxy S23,Telefone,Cancelamento,41,Baixa
URGENTE - Aquecedor a Gás,O Aquecedor a Gás não lê mais nenhum tipo de mídia inserida nele. Totalmente inoperante.,Aquecedor a Gás,Telefone,Dúvida,65,Alta
Micro-ondas não liga - prazo em risco,O Micro-ondas chegou completamente amassado pelos correios com estrutura danificada. Ao ligar pela primeira vez não funciona corretamente. Quero reembolso integral ou troca por produto novo.,Micro-ondas,Chat,Problema Técnico,82,Urgente
iPad Pro não liga - prazo em risco,iPad Pro sem resposta.,iPad Pro,Email,Problema Técnico,19,Alta
iPhone 13 não liga - prazo em risco,O iPhone 13 com defeito na dobradiça principal. Não fecha de forma correta ou segura.,iPhone 13,Email,Solicitação de reembolso,77,Alta
Freezer causando risco,O Freezer está superaquecendo e desligando automaticamente após poucos minutos de uso normal.,Freezer,Chat,Reclamação,55,Alta
Samsung Galaxy S23 tela quebrada - urgente,O Samsung Galaxy S23 com consumo de energia absurdamente alto. Minha conta de luz praticamente dobrou.,Samsung Galaxy S23,Telefone,Reclamação,60,Urgente
Tablet Samsung não funciona,O Tablet Samsung para de responder ao toque após aproximadamente trinta minutos de uso normal. Já reinstalei o sistema operacional duas vezes completas e o comportamento persiste sem mudança.,Tablet Samsung,Telefone,Cancelamento,26,Média
Info sobre Câmera GoPro Hero,"O Câmera GoPro Hero apresenta cheiro de queimado e faíscas visíveis na parte traseira. Desliguei por segurança. É risco real de incêndio e preciso de técnico hoje, pois não consigo usar o aparelho.",Câmera GoPro Hero,Chat,Reclamação,36,Média
Fogão 5 Bocas causando risco,O Fogão 5 Bocas parou de funcionar completamente. Tenho crianças em casa que dependem do equipamento diariamente.,Fogão 5 Bocas,Email,Cancelamento,84,Alta
iPhone 14 travado - trabalho parado,Meu iPhone 14 não liga desde ontem à noite. Todos os arquivos de trabalho estão salvos nele e tenho entrega amanhã cedo. Tentei outra tomada e outro cabo sem qualquer resultado.,iPhone 14,Email,Solicitação de reembolso,65,Alta
Problema,zuado,Bebedouro,Email,Problema Técnico,66,Baixa
Defeito no Monitor LG 27,Fui cobrado indevidamente pela manutenção do Monitor LG 27 que foi cancelada há mais de dois meses.,Monitor LG 27,Email,Problema Técnico,46,Alta
Fone Bluetooth JBL com comportamento estranho,O Fone Bluetooth JBL não funciona em modo automático. Só opera no modo manual agora por algum motivo.,Fone Bluetooth JBL,Telefone,Cancelamento,67,Média
Monitor LG 27 apresenta defeito,O Monitor LG 27 superaquece e desliga automaticamente após poucos minutos de uso. Já entrei em contato pelo chat mas sem solução. Solicito troca imediata por produto novo sem defeito.,Monitor LG 27,Chat,Reclamação,80,Alta
Reparo: Caixa de Som JBL,Caixa de Som JBL vazando.,Caixa de Som JBL,Email,Cancelamento,79,Média
Fone Bluetooth JBL com comportamento estranho,O Fone Bluetooth JBL com defeito grave desde a compra não liga mais e está dentro da garantia. Já tentei todos os procedimentos descritos. Solicito visita técnica pois é essencial na rotina.,Fone Bluetooth JBL,Email,Reclamação,36,Média
MacBook Pro não liga - prazo em risco,O MacBook Pro descarrega em menos de uma hora de uso leve. Comprei há cinco meses. Já calibrei a bateria conforme o manual mas o problema se manteve exatamente igual.,MacBook Pro,Email,Cancelamento,50,Média
Urgente: Fogão com risco de incêndio,O Fogão emite ruído alto durante funcionamento normal. O técnico da loja disse ser normal mas claramente não é. Outros usuários relatam o mesmo defeito nos fóruns do produto.,Fogão,Chat,Solicitação de reembolso,36,Alta
Help,urgente!!,Smart TV LG 50,Email,Dúvida,47,Média
Help,ta tudo errado,Caixa de Som JBL,Telefone,Cancelamento,71,Média
Falha no Tablet Samsung,Tablet Samsung sem resposta.,Tablet Samsung,Chat,Cancelamento,77,Média
Smart TV Samsung 55 não funciona,O Smart TV Samsung 55 travou durante apresentação importante e não inicializa mais. Tentei todos os procedimentos de recuperação sem sucesso. Todos os meus projetos estão salvos e preciso dos dados.,Smart TV Samsung 55,Email,Reclamação,85,Alta
iPad Pro tela quebrada - urgente,O iPad Pro com imagem desfocada e distorcida mesmo após todos os ajustes manuais possíveis.,iPad Pro,Email,Dúvida,42,Baixa
Falha no Roteador Wi-Fi,O Roteador Wi-Fi com defeito na dobradiça principal. Não fecha de forma correta ou segura.,Roteador Wi-Fi,Email,Dúvida,70,Baixa
Preciso de ajuda,travou tudo,Airfryer Philips,Telefone,Reclamação,78,Média
Defeito no Tablet Samsung,O Tablet Samsung apresenta tela piscando de forma intermitente e às vezes apaga totalmente. Comprei há dois meses e já está com defeito grave. Quero acionar a garantia para substituição.,Tablet Samsung,Chat,Dúvida,70,Média
Problema no iPad Pro - reunião amanhã,O iPad Pro superaquecendo de forma intensa. Fica extremamente quente em menos de cinco minutos de uso.,iPad Pro,Chat,Reclamação,67,Alta
MacBook Pro quebrou - sem produtividade,Fui cobrado indevidamente pela manutenção do MacBook Pro que foi cancelada há mais de dois meses.,MacBook Pro,Email,Problema Técnico,44,Alta
Help,zuado,MacBook Pro,Chat,Dúvida,37,Média
Notebook Dell XPS não liga - prazo em risco,"O Notebook Dell XPS para durante o uso, a luz indicadora apaga e só volta a funcionar após trinta minutos desligado. Já aconteceu quatro vezes essa semana com apenas três meses de uso.",Notebook Dell XPS,Telefone,Solicitação de reembolso,77,Alta
Reclamação,ja liguei,Lavadora a Pressão,Email,Cancelamento,58,Baixa
Urgente: Máquina de Lavar com risco de incêndio,O Máquina de Lavar apresentou cheiro de queimado forte. Desliguei imediatamente por questão de segurança da família.,Máquina de Lavar,Email,Problema Técnico,28,Alta
Defeito crítico no Freezer,"O Freezer está travando constantemente durante qualquer tipo de uso, mesmo o mais básico.",Freezer,Chat,Problema Técnico,58,Urgente
Defeito no Micro-ondas - home office,O Micro-ondas para de responder ao toque após aproximadamente trinta minutos de uso normal. Já reinstalei o sistema operacional duas vezes completas e o comportamento persiste sem mudança.,Micro-ondas,Email,Solicitação de reembolso,26,Média
Falha no Smart TV Samsung 55,O Smart TV Samsung 55 com touchscreen sem resposta na parte inferior da tela durante o uso.,Smart TV Samsung 55,Email,Cancelamento,78,Média
MacBook Pro não liga - prazo em risco,O MacBook Pro está fazendo barulho de estalos e a temperatura interna não é mantida corretamente. Não consegui agendamento na assistência. Tenho medicamentos que exigem refrigeração constante.,MacBook Pro,Chat,Problema Técnico,38,Alta
Urgente,parou sem motivo,Smart TV LG 50,Telefone,Dúvida,70,Média
Smartwatch Garmin com falha leve,Tela quebrada.,Smartwatch Garmin,Email,Solicitação de reembolso,49,Baixa
Tablet Samsung com defeito intermitente,O Tablet Samsung falhou completamente após atualização automática de firmware. Não consigo acessar o menu para reverter a versão. Preciso de suporte técnico remoto especializado com urgência total.,Tablet Samsung,Telefone,Problema Técnico,35,Alta
Manutenção Monitor LG 27,O Monitor LG 27 com ciclo sempre incompleto. As roupas saem molhadas ao final de cada lavagem.,Monitor LG 27,Chat,Problema Técnico,64,Alta
Info sobre Controle Xbox,O Controle Xbox apresenta erro crítico na tela desde a última atualização automática de firmware.,Controle Xbox,Telefone,Problema Técnico,80,Alta
Purificador de Água com faísca elétrica,O Purificador de Água com display completamente apagado e sem resposta alguma a qualquer controle.,Purificador de Água,Email,Problema Técnico,40,Alta
Airfryer Philips não funciona,Solicitei cancelamento do Airfryer Philips e continuo sendo cobrado indevidamente mês após mês.,Airfryer Philips,Email,Reclamação,32,Média
Smart TV Samsung 55 apresenta defeito,O Smart TV Samsung 55 com som completamente distorcido e alto. Incomoda os vizinhos e é insuportável.,Smart TV Samsung 55,Chat,Problema Técnico,63,Alta
Urgente,nao entendo nada,Fogão,Email,Dúvida,71,Média
Notebook Dell XPS quebrou - sem produtividade,O Notebook Dell XPS não reconhece mais nenhum dos acessórios oficiais do fabricante conectados a ele.,Notebook Dell XPS,Chat,Dúvida,21,Média
Defeito no iPhone 14 - home office,Recebi o iPhone 14 com embalagem completamente avariada. O produto chegou com danos físicos visíveis externos.,iPhone 14,Telefone,Reclamação,57,Alta
Soundbar Sony com problema técnico,O Soundbar Sony apresenta erro crítico na tela desde a última atualização automática de firmware.,Soundbar Sony,Chat,Solicitação de reembolso,76,Alta
Dúvida sobre Smartwatch Garmin,"O Smartwatch Garmin não conecta ao Wi-Fi de jeito algum. Reinstalei o sistema, resetei o roteador e fiz o pareamento novamente sem êxito. Meu trabalho depende totalmente dessa conectividade.",Smartwatch Garmin,Telefone,Dúvida,19,Baixa
Monitor LG 27 com defeito intermitente,O Monitor LG 27 está fazendo faíscas visíveis quando ligado. Risco de incêndio real. Preciso de técnico urgente.,Monitor LG 27,Telefone,Cancelamento,66,Alta
Problema no Notebook Lenovo - reunião amanhã,Tela piscando forte.,Notebook Lenovo,Email,Solicitação de reembolso,64,Alta
Assistência Smart TV LG 50,O Smart TV LG 50 parou do nada sem nenhuma queda ou impacto visível. Já fiz todos os procedimentos indicados no manual sem qualquer resultado positivo. Preciso de visita técnica domiciliar.,Smart TV LG 50,Email,Reclamação,62,Alta
Notebook Dell XPS quebrou - sem produtividade,O Notebook Dell XPS com imagem desfocada e distorcida mesmo após todos os ajustes manuais possíveis.,Notebook Dell XPS,Chat,Solicitação de reembolso,28,Alta
Preciso de ajuda,me liguem rápido,Purificador de Água,Email,Solicitação de reembolso,83,Média
Emergência: Bebedouro não funciona,Meu Bebedouro não liga desde ontem à noite. Todos os arquivos de trabalho estão salvos nele e tenho entrega amanhã cedo. Tentei outra tomada e outro cabo sem qualquer resultado.,Bebedouro,Telefone,Reclamação,65,Urgente
Dúvida sobre Controle Xbox,O Controle Xbox emite faíscas quando é plugado na tomada elétrica. Desliguei imediatamente por risco de incêndio. Tenho filhos pequenos em casa e preciso de atendimento emergencial hoje.,Controle Xbox,Email,Problema Técnico,27,Média
Urgente,help,Geladeira,Email,Solicitação de reembolso,27,Baixa
Nintendo Switch com falha leve,O Nintendo Switch não liga desde ontem à noite. Perdi todos os alimentos que estavam armazenados dentro.,Nintendo Switch,Email,Solicitação de reembolso,31,Baixa
Emergência: Lavadora a Pressão não funciona,Produto travado completamente.,Lavadora a Pressão,Telefone,Problema Técnico,41,Urgente
Problema,alguem me ajuda,Geladeira,Chat,Reclamação,44,Baixa
Smart TV Samsung 55 não funciona,O Smart TV Samsung 55 com touchscreen sem resposta na parte inferior da tela durante o uso.,Smart TV Samsung 55,Email,Reclamação,78,Alta
Xbox Series X com comportamento estranho,O Xbox Series X com consumo de energia absurdamente alto. Minha conta de luz praticamente dobrou.,Xbox Series X,Email,Reclamação,78,Média
Suporte: Câmera Canon EOS,O Câmera Canon EOS com tampa ou porta emperrada. Não abre nem fecha de forma correta mais.,Câmera Canon EOS,Email,Problema Técnico,74,Alta
Geladeira com faísca elétrica,O Geladeira com controle remoto sem nenhuma resposta mesmo com pilha nova recém instalada.,Geladeira,Telefone,Reclamação,51,Urgente
Defeito,nao funfa,Controle Xbox,Email,Problema Técnico,27,Média
Problema no Samsung Galaxy S23 - reunião amanhã,"O Samsung Galaxy S23 reinicia em loop contínuo e sem parar. Aguardei a bateria descarregar completamente e recarreguei do zero, mas o ciclo de reinicialização continua exatamente da mesma forma.",Samsung Galaxy S23,Telefone,Dúvida,55,Média
